name,ipv4-address,groups,color,tags
h_159.65.58.66_CVE-2021-44228,159.65.58.66,groupname,red,CVE-2021-44228_Log4J
h_167.71.3.31_CVE-2021-44228,167.71.3.31,groupname,red,CVE-2021-44228_Log4J
h_164.90.199.206_CVE-2021-44228,164.90.199.206,groupname,red,CVE-2021-44228_Log4J
h_167.172.89.61_CVE-2021-44228,167.172.89.61,groupname,red,CVE-2021-44228_Log4J
h_159.65.146.60_CVE-2021-44228,159.65.146.60,groupname,red,CVE-2021-44228_Log4J
h_188.166.86.206_CVE-2021-44228,188.166.86.206,groupname,red,CVE-2021-44228_Log4J
h_45.61.185.74_CVE-2021-44228,45.61.185.74,groupname,red,CVE-2021-44228_Log4J
h_147.182.242.241_CVE-2021-44228,147.182.242.241,groupname,red,CVE-2021-44228_Log4J
h_164.90.199.211_CVE-2021-44228,164.90.199.211,groupname,red,CVE-2021-44228_Log4J
h_139.177.178.230_CVE-2021-44228,139.177.178.230,groupname,red,CVE-2021-44228_Log4J
h_159.203.187.141_CVE-2021-44228,159.203.187.141,groupname,red,CVE-2021-44228_Log4J
h_167.99.164.160_CVE-2021-44228,167.99.164.160,groupname,red,CVE-2021-44228_Log4J
h_20.203.133.122_CVE-2021-44228,20.203.133.122,groupname,red,CVE-2021-44228_Log4J
h_193.32.210.125_CVE-2021-44228,193.32.210.125,groupname,red,CVE-2021-44228_Log4J
h_143.198.183.66_CVE-2021-44228,143.198.183.66,groupname,red,CVE-2021-44228_Log4J
h_138.197.108.154_CVE-2021-44228,138.197.108.154,groupname,red,CVE-2021-44228_Log4J
h_167.99.172.213_CVE-2021-44228,167.99.172.213,groupname,red,CVE-2021-44228_Log4J
h_35.232.163.113_CVE-2021-44228,35.232.163.113,groupname,red,CVE-2021-44228_Log4J
h_62.76.41.46_CVE-2021-44228,62.76.41.46,groupname,red,CVE-2021-44228_Log4J
h_147.182.187.229_CVE-2021-44228,147.182.187.229,groupname,red,CVE-2021-44228_Log4J
h_46.4.51.212_CVE-2021-44228,46.4.51.212,groupname,red,CVE-2021-44228_Log4J
h_221.199.187.100_CVE-2021-44228,221.199.187.100,groupname,red,CVE-2021-44228_Log4J
h_217.112.83.246_CVE-2021-44228,217.112.83.246,groupname,red,CVE-2021-44228_Log4J
h_147.182.150.124_CVE-2021-44228,147.182.150.124,groupname,red,CVE-2021-44228_Log4J
h_217.138.200.150_CVE-2021-44228,217.138.200.150,groupname,red,CVE-2021-44228_Log4J
h_52.177.17.236_CVE-2021-44228,52.177.17.236,groupname,red,CVE-2021-44228_Log4J
h_157.245.108.40_CVE-2021-44228,157.245.108.40,groupname,red,CVE-2021-44228_Log4J
h_159.223.61.102_CVE-2021-44228,159.223.61.102,groupname,red,CVE-2021-44228_Log4J
h_3.140.196.30_CVE-2021-44228,3.140.196.30,groupname,red,CVE-2021-44228_Log4J
h_178.79.148.137_CVE-2021-44228,178.79.148.137,groupname,red,CVE-2021-44228_Log4J
h_106.214.174.66_CVE-2021-44228,106.214.174.66,groupname,red,CVE-2021-44228_Log4J
h_80.39.125.252_CVE-2021-44228,80.39.125.252,groupname,red,CVE-2021-44228_Log4J
h_212.193.57.225_CVE-2021-44228,212.193.57.225,groupname,red,CVE-2021-44228_Log4J
h_147.182.169.254_CVE-2021-44228,147.182.169.254,groupname,red,CVE-2021-44228_Log4J
h_209.97.136.164_CVE-2021-44228,209.97.136.164,groupname,red,CVE-2021-44228_Log4J
h_84.54.57.62_CVE-2021-44228,84.54.57.62,groupname,red,CVE-2021-44228_Log4J
h_139.59.99.80_CVE-2021-44228,139.59.99.80,groupname,red,CVE-2021-44228_Log4J
h_178.62.222.131_CVE-2021-44228,178.62.222.131,groupname,red,CVE-2021-44228_Log4J
h_161.35.88.237_CVE-2021-44228,161.35.88.237,groupname,red,CVE-2021-44228_Log4J
h_67.205.170.85_CVE-2021-44228,67.205.170.85,groupname,red,CVE-2021-44228_Log4J
h_194.195.246.88_CVE-2021-44228,194.195.246.88,groupname,red,CVE-2021-44228_Log4J
h_185.220.101.31_CVE-2021-44228,185.220.101.31,groupname,red,CVE-2021-44228_Log4J
h_147.182.131.229_CVE-2021-44228,147.182.131.229,groupname,red,CVE-2021-44228_Log4J
h_157.245.193.107_CVE-2021-44228,157.245.193.107,groupname,red,CVE-2021-44228_Log4J
h_128.199.24.9_CVE-2021-44228,128.199.24.9,groupname,red,CVE-2021-44228_Log4J
h_198.211.103.150_CVE-2021-44228,198.211.103.150,groupname,red,CVE-2021-44228_Log4J
h_46.105.95.220_CVE-2021-44228,46.105.95.220,groupname,red,CVE-2021-44228_Log4J
h_194.195.246.87_CVE-2021-44228,194.195.246.87,groupname,red,CVE-2021-44228_Log4J
h_167.99.221.249_CVE-2021-44228,167.99.221.249,groupname,red,CVE-2021-44228_Log4J
h_147.182.242.144_CVE-2021-44228,147.182.242.144,groupname,red,CVE-2021-44228_Log4J
h_185.220.101.29_CVE-2021-44228,185.220.101.29,groupname,red,CVE-2021-44228_Log4J
h_94.231.219.221_CVE-2021-44228,94.231.219.221,groupname,red,CVE-2021-44228_Log4J
h_81.30.157.43_CVE-2021-44228,81.30.157.43,groupname,red,CVE-2021-44228_Log4J
h_194.195.118.221_CVE-2021-44228,194.195.118.221,groupname,red,CVE-2021-44228_Log4J
h_134.209.152.5_CVE-2021-44228,134.209.152.5,groupname,red,CVE-2021-44228_Log4J
h_157.245.107.6_CVE-2021-44228,157.245.107.6,groupname,red,CVE-2021-44228_Log4J
h_167.172.85.73_CVE-2021-44228,167.172.85.73,groupname,red,CVE-2021-44228_Log4J
h_212.102.50.216_CVE-2021-44228,212.102.50.216,groupname,red,CVE-2021-44228_Log4J
h_161.35.88.17_CVE-2021-44228,161.35.88.17,groupname,red,CVE-2021-44228_Log4J
h_89.187.168.2_CVE-2021-44228,89.187.168.2,groupname,red,CVE-2021-44228_Log4J
h_36.81.32.136_CVE-2021-44228,36.81.32.136,groupname,red,CVE-2021-44228_Log4J
h_203.27.106.142_CVE-2021-44228,203.27.106.142,groupname,red,CVE-2021-44228_Log4J
h_167.99.204.151_CVE-2021-44228,167.99.204.151,groupname,red,CVE-2021-44228_Log4J
h_121.4.56.143_CVE-2021-44228,121.4.56.143,groupname,red,CVE-2021-44228_Log4J
h_116.89.189.30_CVE-2021-44228,116.89.189.30,groupname,red,CVE-2021-44228_Log4J
h_188.166.33.244_CVE-2021-44228,188.166.33.244,groupname,red,CVE-2021-44228_Log4J
h_211.154.194.21_CVE-2021-44228,211.154.194.21,groupname,red,CVE-2021-44228_Log4J
h_103.232.136.8_CVE-2021-44228,103.232.136.8,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.31_CVE-2021-44228,45.83.66.31,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.87_CVE-2021-44228,45.83.67.87,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.155_CVE-2021-44228,45.83.65.155,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.39_CVE-2021-44228,45.83.67.39,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.145_CVE-2021-44228,45.83.65.145,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.250_CVE-2021-44228,45.83.66.250,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.105_CVE-2021-44228,45.83.66.105,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.102_CVE-2021-44228,45.83.64.102,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.210_CVE-2021-44228,45.83.67.210,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.234_CVE-2021-44228,45.83.64.234,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.157_CVE-2021-44228,45.83.66.157,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.34_CVE-2021-44228,45.83.66.34,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.31_CVE-2021-44228,45.83.65.31,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.34_CVE-2021-44228,45.83.67.34,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.173_CVE-2021-44228,45.83.65.173,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.255_CVE-2021-44228,45.83.65.255,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.9_CVE-2021-44228,45.83.65.9,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.73_CVE-2021-44228,45.83.66.73,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.116_CVE-2021-44228,45.83.66.116,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.209_CVE-2021-44228,45.83.65.209,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.117_CVE-2021-44228,45.83.64.117,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.245_CVE-2021-44228,45.83.66.245,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.206_CVE-2021-44228,45.83.66.206,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.26_CVE-2021-44228,45.83.66.26,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.198_CVE-2021-44228,45.83.66.198,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.217_CVE-2021-44228,45.83.67.217,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.23_CVE-2021-44228,45.83.64.23,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.189_CVE-2021-44228,45.83.65.189,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.252_CVE-2021-44228,45.83.66.252,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.130_CVE-2021-44228,45.83.67.130,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.171_CVE-2021-44228,45.83.67.171,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.207_CVE-2021-44228,45.83.66.207,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.139_CVE-2021-44228,45.83.64.139,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.54_CVE-2021-44228,45.83.66.54,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.209_CVE-2021-44228,45.83.64.209,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.105_CVE-2021-44228,45.83.65.105,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.98_CVE-2021-44228,45.83.65.98,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.10_CVE-2021-44228,45.83.64.10,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.86_CVE-2021-44228,45.83.67.86,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.199_CVE-2021-44228,45.83.67.199,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.43_CVE-2021-44228,45.83.66.43,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.97_CVE-2021-44228,45.83.64.97,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.48_CVE-2021-44228,45.83.67.48,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.40_CVE-2021-44228,45.83.64.40,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.111_CVE-2021-44228,45.83.66.111,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.89_CVE-2021-44228,45.83.66.89,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.249_CVE-2021-44228,45.83.66.249,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.99_CVE-2021-44228,45.83.67.99,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.105_CVE-2021-44228,45.83.64.105,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.213_CVE-2021-44228,45.83.65.213,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.192_CVE-2021-44228,45.83.67.192,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.63_CVE-2021-44228,45.83.64.63,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.139_CVE-2021-44228,45.83.66.139,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.223_CVE-2021-44228,45.83.66.223,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.181_CVE-2021-44228,45.83.67.181,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.96_CVE-2021-44228,45.83.67.96,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.243_CVE-2021-44228,45.83.66.243,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.142_CVE-2021-44228,45.83.64.142,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.208_CVE-2021-44228,45.83.65.208,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.49_CVE-2021-44228,45.83.64.49,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.164_CVE-2021-44228,45.83.66.164,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.91_CVE-2021-44228,45.83.66.91,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.221_CVE-2021-44228,45.83.64.221,groupname,red,CVE-2021-44228_Log4J
h_139.59.97.205_CVE-2021-44228,139.59.97.205,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.88_CVE-2021-44228,45.83.66.88,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.93_CVE-2021-44228,45.83.64.93,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.64_CVE-2021-44228,45.83.67.64,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.243_CVE-2021-44228,45.83.65.243,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.190_CVE-2021-44228,45.83.64.190,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.135_CVE-2021-44228,45.83.65.135,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.182_CVE-2021-44228,45.83.64.182,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.247_CVE-2021-44228,45.83.64.247,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.219_CVE-2021-44228,45.83.66.219,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.17_CVE-2021-44228,45.83.66.17,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.204_CVE-2021-44228,45.83.65.204,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.223_CVE-2021-44228,45.83.64.223,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.131_CVE-2021-44228,45.83.64.131,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.14_CVE-2021-44228,45.83.67.14,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.69_CVE-2021-44228,45.83.67.69,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.152_CVE-2021-44228,45.83.67.152,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.112_CVE-2021-44228,45.83.66.112,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.121_CVE-2021-44228,45.83.66.121,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.247_CVE-2021-44228,45.83.65.247,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.185_CVE-2021-44228,45.83.65.185,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.144_CVE-2021-44228,45.83.65.144,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.231_CVE-2021-44228,45.83.66.231,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.80_CVE-2021-44228,45.83.66.80,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.18_CVE-2021-44228,45.83.66.18,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.228_CVE-2021-44228,45.83.65.228,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.200_CVE-2021-44228,45.83.66.200,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.220_CVE-2021-44228,45.83.67.220,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.202_CVE-2021-44228,45.83.67.202,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.114_CVE-2021-44228,45.83.64.114,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.180_CVE-2021-44228,45.83.65.180,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.123_CVE-2021-44228,45.83.65.123,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.232_CVE-2021-44228,45.83.65.232,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.126_CVE-2021-44228,45.83.65.126,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.140_CVE-2021-44228,45.83.65.140,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.41_CVE-2021-44228,45.83.67.41,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.215_CVE-2021-44228,45.83.65.215,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.225_CVE-2021-44228,45.83.66.225,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.12_CVE-2021-44228,45.83.66.12,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.70_CVE-2021-44228,45.83.65.70,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.5_CVE-2021-44228,45.83.67.5,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.191_CVE-2021-44228,45.83.67.191,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.99_CVE-2021-44228,45.83.65.99,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.222_CVE-2021-44228,45.83.66.222,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.42_CVE-2021-44228,45.83.66.42,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.101_CVE-2021-44228,45.83.66.101,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.137_CVE-2021-44228,45.83.65.137,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.160_CVE-2021-44228,45.83.65.160,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.49_CVE-2021-44228,45.83.65.49,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.150_CVE-2021-44228,45.83.67.150,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.12_CVE-2021-44228,45.83.67.12,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.122_CVE-2021-44228,45.83.65.122,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.52_CVE-2021-44228,45.83.64.52,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.160_CVE-2021-44228,45.83.66.160,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.201_CVE-2021-44228,45.83.67.201,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.122_CVE-2021-44228,45.83.64.122,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.5_CVE-2021-44228,45.83.66.5,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.94_CVE-2021-44228,45.83.65.94,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.154_CVE-2021-44228,45.83.66.154,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.187_CVE-2021-44228,45.83.67.187,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.99_CVE-2021-44228,45.83.66.99,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.155_CVE-2021-44228,45.83.67.155,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.95_CVE-2021-44228,45.83.64.95,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.157_CVE-2021-44228,45.83.64.157,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.197_CVE-2021-44228,45.83.67.197,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.201_CVE-2021-44228,45.83.66.201,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.63_CVE-2021-44228,45.83.67.63,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.54_CVE-2021-44228,45.83.64.54,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.71_CVE-2021-44228,45.83.67.71,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.134_CVE-2021-44228,45.83.67.134,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.98_CVE-2021-44228,45.83.64.98,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.186_CVE-2021-44228,45.83.66.186,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.252_CVE-2021-44228,45.83.67.252,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.144_CVE-2021-44228,45.83.64.144,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.149_CVE-2021-44228,45.83.65.149,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.4_CVE-2021-44228,45.83.64.4,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.184_CVE-2021-44228,45.83.65.184,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.16_CVE-2021-44228,45.83.65.16,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.56_CVE-2021-44228,45.83.65.56,groupname,red,CVE-2021-44228_Log4J
h_147.182.179.141_CVE-2021-44228,147.182.179.141,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.245_CVE-2021-44228,45.83.65.245,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.7_CVE-2021-44228,45.83.66.7,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.249_CVE-2021-44228,45.83.64.249,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.6_CVE-2021-44228,45.83.65.6,groupname,red,CVE-2021-44228_Log4J
h_174.138.6.128_CVE-2021-44228,174.138.6.128,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.149_CVE-2021-44228,45.83.66.149,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.194_CVE-2021-44228,45.83.64.194,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.78_CVE-2021-44228,45.83.65.78,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.173_CVE-2021-44228,45.83.66.173,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.3_CVE-2021-44228,45.83.67.3,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.45_CVE-2021-44228,45.83.65.45,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.76_CVE-2021-44228,45.83.64.76,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.53_CVE-2021-44228,45.83.67.53,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.50_CVE-2021-44228,45.83.67.50,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.1_CVE-2021-44228,45.83.66.1,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.169_CVE-2021-44228,45.83.67.169,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.236_CVE-2021-44228,45.83.67.236,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.88_CVE-2021-44228,45.83.65.88,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.56_CVE-2021-44228,45.83.64.56,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.254_CVE-2021-44228,45.83.67.254,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.111_CVE-2021-44228,45.83.65.111,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.113_CVE-2021-44228,45.83.67.113,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.67_CVE-2021-44228,45.83.67.67,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.150_CVE-2021-44228,45.83.65.150,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.79_CVE-2021-44228,45.83.66.79,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.189_CVE-2021-44228,45.83.67.189,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.218_CVE-2021-44228,45.83.65.218,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.186_CVE-2021-44228,45.83.67.186,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.82_CVE-2021-44228,45.83.64.82,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.27_CVE-2021-44228,45.83.67.27,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.23_CVE-2021-44228,45.83.67.23,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.85_CVE-2021-44228,45.83.64.85,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.9_CVE-2021-44228,45.83.67.9,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.15_CVE-2021-44228,45.83.66.15,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.104_CVE-2021-44228,45.83.65.104,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.92_CVE-2021-44228,45.83.64.92,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.91_CVE-2021-44228,45.83.64.91,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.93_CVE-2021-44228,45.83.66.93,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.123_CVE-2021-44228,45.83.66.123,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.119_CVE-2021-44228,45.83.67.119,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.101_CVE-2021-44228,45.83.64.101,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.132_CVE-2021-44228,45.83.66.132,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.150_CVE-2021-44228,45.83.66.150,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.231_CVE-2021-44228,45.83.65.231,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.2_CVE-2021-44228,45.83.64.2,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.115_CVE-2021-44228,45.83.67.115,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.91_CVE-2021-44228,45.83.67.91,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.19_CVE-2021-44228,45.83.66.19,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.73_CVE-2021-44228,45.83.65.73,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.220_CVE-2021-44228,45.83.66.220,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.145_CVE-2021-44228,45.83.67.145,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.37_CVE-2021-44228,45.83.67.37,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.19_CVE-2021-44228,45.83.67.19,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.70_CVE-2021-44228,45.83.64.70,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.185_CVE-2021-44228,45.83.64.185,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.98_CVE-2021-44228,45.83.67.98,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.32_CVE-2021-44228,45.83.66.32,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.164_CVE-2021-44228,45.83.65.164,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.216_CVE-2021-44228,45.83.64.216,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.205_CVE-2021-44228,45.83.67.205,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.8_CVE-2021-44228,45.83.67.8,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.64_CVE-2021-44228,45.83.65.64,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.87_CVE-2021-44228,45.83.65.87,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.62_CVE-2021-44228,45.83.64.62,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.184_CVE-2021-44228,45.83.67.184,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.81_CVE-2021-44228,45.83.66.81,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.137_CVE-2021-44228,45.83.67.137,groupname,red,CVE-2021-44228_Log4J
h_45.83.65.36_CVE-2021-44228,45.83.65.36,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.95_CVE-2021-44228,45.83.67.95,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.127_CVE-2021-44228,45.83.66.127,groupname,red,CVE-2021-44228_Log4J
h_45.83.66.147_CVE-2021-44228,45.83.66.147,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.208_CVE-2021-44228,45.83.67.208,groupname,red,CVE-2021-44228_Log4J
h_45.83.67.165_CVE-2021-44228,45.83.67.165,groupname,red,CVE-2021-44228_Log4J
h_45.83.64.171_CVE-2021-44228,45.83.64.171,groupname,red,CVE-2021-44228_Log4J
